pos,envo_biome_2,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19
"(-78.060000000000002, 163.75999999999999)",desert biome,6.309227907231677e-07,6.309227889129785e-07,6.309227927798895e-07,0.9857106480637621,6.309227957959217e-07,0.0060352930190259975,6.309227895772164e-07,6.309227961415913e-07,6.309227920959852e-07,6.309227913397612e-07,6.309227929732821e-07,0.0020150789542560804,6.30922790372104e-07,6.309227928837287e-07,6.309227891153535e-07,0.0032589786419208477,6.309227983401033e-07,8.40813739017828e-05,6.309227881611545e-07,0.002887087028044023
"(-78.060000000000002, 163.81999999999999)",desert biome,8.678747562706979e-07,8.678747510932803e-07,8.678747612152936e-07,8.67874750980724e-07,8.678747511469801e-07,8.678747551214572e-07,8.678747544355226e-07,8.678747543859516e-07,8.678747550285273e-07,8.678747537657295e-07,0.9999835103796387,8.678747541065375e-07,8.678747548356668e-07,8.678747713723347e-07,8.678747549932557e-07,8.678747700281965e-07,8.678747522614866e-07,8.678747598649066e-07,8.678747499796302e-07,8.678747503077838e-07
"(-78.060000000000002, 163.84)",desert biome,7.1572739726652e-07,7.157273957038034e-07,7.157274005280727e-07,0.11364270676956337,7.157273954646597e-07,7.157273954306274e-07,7.157273973530616e-07,7.157274006190122e-07,7.157273962517865e-07,7.157273998250563e-07,0.8863444101372773,7.15727401155965e-07,7.157273986236516e-07,7.157274040124412e-07,7.157273946637838e-07,7.157273972748523e-07,7.157273984632088e-07,7.157273967187531e-07,7.157273942830169e-07,7.157273956124602e-07
"(-78.060000000000002, 163.84999999999999)",desert biome,5.750828124663101e-07,5.750828119659174e-07,5.750828126823285e-07,5.750828270381913e-07,5.75082813061804e-07,5.75082812919422e-07,5.750828122627239e-07,5.750828137721306e-07,5.750828127474698e-07,5.75082812888816e-07,0.9999603881216994,2.926038764643963e-05,5.75082813155014e-07,5.750828249000162e-07,5.75082812788959e-07,5.750828122522108e-07,5.750828121414563e-07,5.750828124684513e-07,5.750828123826277e-07,5.750828122434334e-07
"(-78.060000000000002, 164.05000000000001)",desert biome,6.22983097214724e-07,6.229830926037265e-07,6.229831020788171e-07,3.988294517492041e-05,6.229830980859432e-07,6.229830957447475e-07,6.229830934449362e-07,6.229830942361897e-07,6.229830979876456e-07,6.229830936882958e-07,0.9998011893562468,6.229831012834005e-07,6.229830952636702e-07,9.675939863045547e-05,6.229830926738538e-07,6.229830999208796e-07,6.229830931306954e-07,5.220057041499092e-05,6.229830924996508e-07,6.229830929237656e-07
"(-78.060000000000002, 164.06)",desert biome,4.774181287479797e-07,4.774181233803516e-07,4.774181246712008e-07,0.9763013012698627,4.774181315222544e-07,4.77418124204703e-07,4.774181249123384e-07,8.768102710076498e-05,4.774181276932571e-07,0.002755327303538768,4.774181253313337e-07,0.00663885822523173,4.774181254106919e-07,4.774181283937368e-07,4.774181236698776e-07,0.0006817032094960593,5.283626365594355e-05,0.013476086265471959,4.774181243182086e-07,4.774181297425114e-07
"(-78.049999999999997, 163.68000000000001)",desert biome,2.624107188504019e-07,2.6241071586329e-07,2.624107197997803e-07,0.40707750221607814,2.624107230346961e-07,2.624107169961112e-07,2.6241071757206274e-07,0.025743963641695646,2.6241071889516177e-07,2.6241072061828095e-07,0.5426449058203576,2.624107184915331e-07,0.01524133417537874,2.624107192982969e-07,2.6241071697166467e-07,0.009288357985712703,2.6241071906764833e-07,2.624107187841273e-07,2.624107158778582e-07,2.6241071663673916e-07
"(-78.049999999999997, 163.69999999999999)",desert biome,4.372731708409493e-07,4.3727316494978936e-07,4.3727316972315677e-07,0.11669104991333325,4.3727316855770963e-07,4.372731664670121e-07,4.3727316785379317e-07,3.523623219515876e-05,4.3727316901592264e-07,4.3727317051535026e-07,0.8788613694587558,0.0033408153264647394,4.3727317544550966e-07,4.3727316893017823e-07,4.3727316596265177e-07,0.001064969971721986,4.3727316876950445e-07,4.372731696480193e-07,4.372731652653379e-07,4.3727316727193855e-07
"(-78.049999999999997, 163.71000000000001)",desert biome,4.900999825156593e-07,4.900999810214377e-07,4.900999838151284e-07,0.04783337670132923,4.900999814830012e-07,4.900999819536567e-07,4.90099981469919e-07,4.900999851980289e-07,4.90099982438929e-07,4.900999836945117e-07,0.9521578014989845,4.900999820869852e-07,4.900999851194791e-07,4.900999864854236e-07,4.900999815472763e-07,4.90099982305933e-07,4.900999810944912e-07,4.900999816821501e-07,4.900999811710514e-07,4.900999810901853e-07
"(-78.049999999999997, 163.75)",desert biome,5.644806286819211e-07,5.64480622975062e-07,5.644806265370194e-07,5.644806250182237e-07,5.644806227976645e-07,5.644806225608406e-07,5.644806245815296e-07,5.644806244339157e-07,5.644806244066906e-07,5.644806246795197e-07,0.9999892748681267,5.644806242058687e-07,5.644806276717894e-07,5.644806259431722e-07,5.644806230087137e-07,5.644806322993066e-07,5.644806268147618e-07,5.644806223950347e-07,5.644806217288414e-07,5.644806223612347e-07
"(-78.049999999999997, 163.80000000000001)",desert biome,6.087539063704207e-07,6.087538888200252e-07,6.087538960254138e-07,0.1151631722960091,6.087538881652702e-07,6.087538883673024e-07,6.087539001296218e-07,6.087538885879906e-07,6.087538906960893e-07,6.087538925045659e-07,0.8848258701339168,6.087538884209867e-07,6.087538948061788e-07,6.087538961061787e-07,6.087538930668813e-07,6.087538952961252e-07,6.08753909277816e-07,6.087538860534156e-07,6.087538850819603e-07,6.087538863976654e-07
"(-78.049999999999997, 163.86000000000001)",desert biome,6.246954633457851e-07,6.246954619244189e-07,6.246954643288366e-07,6.246954642073963e-07,6.246954621516275e-07,6.246954625357315e-07,6.246954628302196e-07,3.110627574876183e-05,6.246954632420574e-07,6.246954643828041e-07,0.999957649205898,6.246954645731064e-07,6.24695467253088e-07,6.246954751351435e-07,6.246954631584454e-07,6.246954633461132e-07,6.246954624820138e-07,6.246954636199346e-07,6.246954620433805e-07,6.246954623932143e-07
"(-78.049999999999997, 164.00999999999999)",desert biome,7.345379800667784e-07,7.34537976886265e-07,7.345379797476838e-07,0.20414832926144605,7.34537981974329e-07,7.345379819378067e-07,7.345379795063526e-07,7.345379864546217e-07,0.004050942634249756,7.345379781607003e-07,0.7785435432186857,7.345379912197492e-07,7.345379834334834e-07,7.345379783883748e-07,7.345379778668945e-07,0.01324543227793039,7.345379787894382e-07,7.345379804095086e-07,7.345379764481612e-07,7.345379770166255e-07
"(-78.049999999999997, 164.06999999999999)",desert biome,5.261551742765363e-07,5.261551737345335e-07,5.261551744553265e-07,5.261551778784985e-07,5.261551742719835e-07,5.261551742699219e-07,5.261551740210063e-07,5.261551748729799e-07,5.261551743669691e-07,5.261551749475472e-07,0.9999900030516792,5.261551747161852e-07,5.261551750453865e-07,5.261551790460413e-07,5.261551742302119e-07,5.261551741497366e-07,5.261551739545047e-07,5.261551744150112e-07,5.261551738528038e-07,5.261551740814468e-07
"(-78.049999999999997, 164.08000000000001)",desert biome,5.740857694342546e-07,5.740857687464668e-07,5.740857727657682e-07,5.740857721400029e-07,5.740857694799894e-07,5.740857706959778e-07,5.740857691806306e-07,5.740857694971272e-07,5.740857703120196e-07,5.740857697393007e-07,0.9999890923703536,5.740857699158621e-07,5.740857697959205e-07,5.740857830733962e-07,5.740857698807276e-07,5.740857699188552e-07,5.740857688113836e-07,5.740857745965655e-07,5.74085768847823e-07,5.740857696121612e-07
"(-78.040000000000006, 163.68000000000001)",desert biome,6.459364150655516e-07,6.459364140704476e-07,6.459364144876168e-07,6.459364208794697e-07,6.459364147577637e-07,6.459364149377206e-07,6.459364145730482e-07,6.459364170927097e-07,6.459364147275423e-07,6.459364160896474e-07,0.9999877272081074,6.459364158036806e-07,6.459364182450682e-07,6.459364142788233e-07,6.459364151820232e-07,6.459364146982739e-07,6.459364147368129e-07,6.459364144397258e-07,6.459364141473671e-07,6.459364143768528e-07
"(-78.040000000000006, 163.69)",desert biome,6.247579074771267e-07,6.24757906589608e-07,6.247579086241728e-07,0.08752732329282016,6.247579106654392e-07,6.247579077459404e-07,6.247579074215276e-07,6.247579125674915e-07,6.247579081394244e-07,6.24757910573073e-07,0.912425157600475,3.6898222254302064e-05,6.247579097209387e-07,6.247579119547312e-07,6.247579065906241e-07,6.247579109888172e-07,6.247579082403675e-07,6.247579083419502e-07,6.247579068956258e-07,6.247579078110034e-07
"(-78.040000000000006, 163.72)",desert biome,8.29641435006771e-07,8.296414343331442e-07,8.296414374189671e-07,0.7167899932057611,8.296414358518702e-07,8.296414364498736e-07,8.296414342801951e-07,8.296414418163158e-07,8.296414354985827e-07,8.29641435383753e-07,0.2831422281701549,8.296414361809399e-07,8.296414408727701e-07,8.296414357980228e-07,8.296414337894408e-07,8.296414366723942e-07,8.29641433639936e-07,5.3674719672342913e-05,8.296414342128169e-07,8.296414342767168e-07
"(-78.040000000000006, 163.84)",desert biome,2.5507471292768384e-07,2.550747123719618e-07,2.550747149869654e-07,0.156003177739534,2.5507471456683733e-07,2.5507471268495517e-07,2.550747123877526e-07,2.55074714707557e-07,2.5507471812414743e-07,2.550747127173466e-07,0.8439922309156157,2.550747150565432e-07,2.5507471361365913e-07,2.5507471672238615e-07,2.550747120238597e-07,2.550747142145668e-07,2.550747122596617e-07,2.5507471381837165e-07,2.5507471178925864e-07,2.5507471516314095e-07
"(-78.040000000000006, 163.86000000000001)",desert biome,7.815186511508581e-07,7.815186473280542e-07,7.815186487908027e-07,0.002540842807130063,7.815186519916822e-07,7.815186485237226e-07,7.815186488797164e-07,7.815186525306234e-07,7.815186495681801e-07,7.815186501388579e-07,0.9974227710254145,7.815186533250866e-07,7.8151865282484e-07,7.815186538847045e-07,7.815186480559943e-07,7.815186533109744e-07,7.815186495998024e-07,2.3100350396488076e-05,7.815186477201238e-07,7.815186512549204e-07
"(-78.040000000000006, 163.88)",desert biome,6.211488889574247e-07,6.211488773846731e-07,6.211488827609363e-07,0.26203159383171487,6.211488908738684e-07,6.211488790157088e-07,6.211488829299523e-07,6.211488865144049e-07,6.211488807747299e-07,6.211488858923333e-07,0.7075386695803996,6.211488890353366e-07,0.0002699138648115135,6.211488841557362e-07,6.211488793582084e-07,0.030149884340924426,6.21148905013843e-07,6.211488804878075e-07,6.211488777913564e-07,6.211488790548678e-07
"(-78.040000000000006, 163.94)",desert biome,2.62200174495039e-07,2.622001745639593e-07,2.6220017581869224e-07,2.6220017852649653e-07,2.6220017438457106e-07,2.622001747315675e-07,2.6220017594257043e-07,2.6220017530184274e-07,2.6220017518332975e-07,2.622001745783621e-07,0.999995018196663,2.622001766151866e-07,2.6220017466136047e-07,2.6220017787781027e-07,2.6220017524631824e-07,2.6220017571553294e-07,2.622001743163915e-07,2.622001802051962e-07,2.6220017442997944e-07,2.622001743792436e-07
"(-78.040000000000006, 163.94999999999999)",desert biome,3.4610219987422487e-07,3.461021985696245e-07,3.4610220177340127e-07,0.0116705733646114,3.461022009742097e-07,3.4610220533343104e-07,3.461021998316652e-07,3.4610220016976165e-07,3.4610219921144213e-07,3.461022005277116e-07,0.9883231967957837,3.461022019865111e-07,3.4610219986020727e-07,3.461022015078276e-07,3.4610219795140094e-07,3.461021989748456e-07,3.461022005838818e-07,3.4610220221449675e-07,3.461021974166124e-07,3.4610219808962926e-07
"(-78.040000000000006, 163.99000000000001)",desert biome,7.473618148859197e-07,7.473618146596697e-07,7.473618187807203e-07,7.473618172586249e-07,7.47361814242174e-07,7.473618131822353e-07,7.473618143802486e-07,7.473618146044029e-07,7.47361813961041e-07,7.473618156823989e-07,0.9999858001255065,7.473618151260473e-07,7.473618169313559e-07,7.473618214827439e-07,7.473618132257096e-07,7.47361815613817e-07,7.473618167816418e-07,7.473618158317254e-07,7.473618130188137e-07,7.473618136080007e-07
"(-78.030000000000001, 163.72)",desert biome,4.1300128198343404e-07,4.1300128261676127e-07,4.1300128376455756e-07,4.130012826979423e-07,4.130013118378974e-07,4.130012842022061e-07,4.130012824692879e-07,4.1300128317554266e-07,4.130012879723811e-07,4.1300128196373555e-07,0.9999921529755862,4.13001285466728e-07,4.130012827983647e-07,4.130012867211664e-07,4.1300128272854495e-07,4.130012836464555e-07,4.130012808783883e-07,4.1300128294019656e-07,4.130012819454644e-07,4.1300128404198166e-07
"(-78.030000000000001, 163.93000000000001)",desert biome,5.87564784341661e-07,5.87564779353467e-07,5.875647815856891e-07,5.875647865468213e-07,5.875647836138313e-07,5.875647815113159e-07,5.875647837283091e-07,5.875647825218425e-07,5.8756478934024e-07,5.875647865414021e-07,0.999988836269058,5.875648131941835e-07,5.875647867527176e-07,5.875647869954011e-07,5.875647799944127e-07,5.875647853429025e-07,5.875647823011632e-07,5.875648058346666e-07,5.875647794485782e-07,5.875647831657645e-07
"(-78.030000000000001, 163.94999999999999)",desert biome,5.71559214152548e-07,5.715592145912945e-07,5.715592165226593e-07,5.715592157716343e-07,5.71559213843898e-07,5.715592139555607e-07,5.715592137813684e-07,5.715592150948608e-07,5.715592141333659e-07,5.715592149855941e-07,0.999989140374924,5.715592142436644e-07,5.715592156444855e-07,5.715592143764102e-07,5.715592138356112e-07,5.71559214243956e-07,5.715592138356749e-07,5.715592151708222e-07,5.715592138615856e-07,5.715592137122918e-07
"(-78.030000000000001, 163.97)",desert biome,7.114500814368606e-07,7.114500786056932e-07,7.114500827789983e-07,0.00440937211344261,7.114500807798956e-07,7.114500806808672e-07,7.114500805550194e-07,7.114500836894745e-07,7.114500814114456e-07,7.114500816119597e-07,0.9953090861768165,7.114500842751075e-07,7.114500852448408e-07,7.114500927491425e-07,7.114500794737056e-07,0.00026944705834181854,7.114500808329787e-07,7.114500860114383e-07,7.114500799489007e-07,7.11450079007362e-07
"(-78.019999999999996, 163.88)",tundra biome,0.0021687060143965077,4.920775604633362e-07,4.920775682423005e-07,4.920775667587454e-07,4.920775677460381e-07,4.920775619674215e-07,1.5113109878459832e-05,4.920775656703052e-07,4.920775680610044e-07,4.920775684259339e-07,0.9931090372876343,0.0038474835805008384,0.0008522788441092422,4.920775629087549e-07,4.920775626155759e-07,4.920775710224847e-07,4.920775703834875e-07,4.920775624862067e-07,4.920775602138727e-07,4.920775638829279e-07
"(-78.019999999999996, 163.91999999999999)",desert biome,7.805182784683217e-07,7.805182654233123e-07,7.805182777568622e-07,0.5219592754692579,0.00011833703421753839,7.805182692624292e-07,7.805182727819218e-07,0.1325531606456282,7.805182760125058e-07,7.80518277389591e-07,0.3356688356367256,7.805182759013821e-07,7.805182810681122e-07,7.805182834499806e-07,7.805182679614645e-07,0.00936102348050094,0.00032844047783335523,7.805182753056687e-07,7.805182675786297e-07,7.805182680526975e-07
"(-78.019999999999996, 164.09)",desert biome,6.985289069271797e-07,6.985288996925109e-07,6.985289035555985e-07,6.985289004408933e-07,6.985289004868474e-07,6.985289038025759e-07,6.985289014270399e-07,6.985289033856145e-07,6.985289064168535e-07,6.985289115180408e-07,0.9991991350827583,6.985289095517567e-07,0.0007882913969816821,6.985288997483797e-07,6.985289019338232e-07,6.9852890585809e-07,6.985289054544262e-07,6.985288998585157e-07,6.985288985215276e-07,6.985289015038352e-07
"(-78.010000000000005, 163.91)",desert biome,0.0007765533057068709,3.450536570541899e-07,3.4505366215954393e-07,0.032206833755788165,3.450536613089781e-07,3.450536589879792e-07,3.4505366047277453e-07,3.450536615718282e-07,3.4505366438016065e-07,3.45053662990717e-07,0.9639416688527506,3.450536599291435e-07,3.4505366422456234e-07,0.000981760034821147,3.4505365895263833e-07,0.002088008246025154,3.450536619390295e-07,3.4505365953267977e-07,3.450536568354841e-07,3.4505365778711597e-07
"(-78.010000000000005, 164.03)",desert biome,6.10165363200337e-07,6.101653578341515e-07,6.101653655626425e-07,0.5033371274142532,6.101653582853017e-07,6.101653688742818e-07,6.101653577073704e-07,6.101653616786167e-07,6.101653628560235e-07,6.101653579929496e-07,0.48638470692155156,0.003153522695006843,6.10165362839779e-07,6.101653670630155e-07,6.101653564232828e-07,0.007114880323402152,6.101653612118163e-07,6.101653703369229e-07,6.101653565728723e-07,6.101653576301681e-07
"(-78.0, 164.13999999999999)",desert biome,1.0959865014555144e-06,1.0959864978027433e-06,1.0959864999798035e-06,0.02196711862257295,1.0959865011767068e-06,1.0959864987279728e-06,1.0959865011247987e-06,1.0959865017926067e-06,1.0959865012702033e-06,1.0959865005633804e-06,0.9780131536204175,1.0959865021564187e-06,1.0959865009440918e-06,1.095986498248015e-06,1.0959864984116048e-06,1.0959865036724898e-06,1.0959865065026547e-06,1.095986499542794e-06,1.095986498041318e-06,1.0959864983037192e-06
"(-77.730000000000004, 161.31)",tundra biome,4.7052623803805256e-07,4.7052623668990164e-07,4.7052623728693757e-07,0.9116207327804408,4.7052624014697915e-07,4.7052623748862713e-07,4.705262374209814e-07,4.7052624113986355e-07,4.7052623776075023e-07,4.7052624067741575e-07,0.0011689708403265172,4.705262385554181e-07,0.08720229743318436,4.705262373029302e-07,4.705262372107387e-07,4.705262389640947e-07,4.7052623847774975e-07,4.705262370752727e-07,4.705262366139982e-07,4.7052623757363387e-07
"(-77.719999999999999, 162.31)",tundra biome,4.7104044287044184e-07,4.71040439466637e-07,4.7104044200678206e-07,0.9977788998046462,4.7104044318440117e-07,4.710404467019289e-07,4.7104044345323863e-07,4.710404375807985e-07,0.002032745002485491,4.710404364378127e-07,4.7104044000088597e-07,4.710404407538156e-07,4.7104043779061644e-07,4.710404389557092e-07,4.710404414780663e-07,4.710404426159966e-07,0.00018034750537600783,4.710404416889767e-07,4.7104043893352974e-07,4.710404384541975e-07
